date,Revenue,EBIT,CapEx,TotalAssets,TotalDebt,PretaxIncome,TaxProvision,InterestExpense,effective_tax_rate,implied_cost_of_debt,revenue_growth_1y,revenue_growth_3y,historical_ebit_margin,historical_capex_intensity,latest_shares_outstanding,latest_beta,latest_current_price,latest_roe,latest_net_margin,latest_enterprise_value,latest_market_cap,latest_debt_to_equity,revenue_ttm,ebit_ttm
2011-06-30,,27161000000.0,2355000000.0,108704000000.0,11900000000.0,,4921000000.0,295000000.0,0.17914468514984846,0.15,0.24403017644491554,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,36148000000.0,48151000000.0
2011-09-30,,7203000000.0,436000000.0,107415000000.0,11900000000.0,,1568000000.0,94000000.0,0.17914468514984846,0.15,0.23204692806421745,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,19953000000.0,48238000000.0
2011-12-31,,7994000000.0,498000000.0,,,,1615000000.0,95000000.0,0.17914468514984846,,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,48067000000.0
2012-03-31,,6374000000.0,749000000.0,118010000000.0,,,4438000000.0,95000000.0,0.17914468514984846,,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,48732000000.0
2012-06-30,,21763000000.0,2305000000.0,121271000000.0,11900000000.0,,5289000000.0,380000000.0,0.17914468514984846,0.15,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,43334000000.0
2012-09-30,,5308000000.0,603000000.0,121876000000.0,12000000000.0,,1068000000.0,95000000.0,0.17914468514984846,0.15,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,41439000000.0
2012-12-31,,13079000000.0,1533000000.0,128683000000.0,14200000000.0,,1393000000.0,105000000.0,0.17914468514984846,0.15,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,46524000000.0
2013-03-31,,7612000000.0,930000000.0,134105000000.0,14200000000.0,,4009000000.0,309000000.0,0.17914468514984846,0.15,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,47762000000.0
2013-06-30,,26764000000.0,4257000000.0,142431000000.0,15600000000.0,,5189000000.0,429000000.0,0.17914468514984846,0.15,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,52763000000.0
2013-09-30,,6334000000.0,1231000000.0,142348000000.0,14600000000.0,,1164000000.0,118000000.0,0.17914468514984846,0.15,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,53789000000.0
2013-12-31,,14303000000.0,2963000000.0,153543000000.0,22700000000.0,,1320000000.0,135000000.0,0.17914468514984846,0.14096916299559473,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,55013000000.0
2014-03-31,,6974000000.0,1192000000.0,156119000000.0,22700000000.0,,3781000000.0,428000000.0,0.17914468514984846,0.14096916299559473,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,54375000000.0
2014-06-30,,27759000000.0,5485000000.0,172384000000.0,20600000000.0,,5746000000.0,597000000.0,0.17914468514984846,0.15,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,55370000000.0
2014-09-30,,5844000000.0,1282000000.0,169656000000.0,20200000000.0,,1356000000.0,161000000.0,0.17914468514984846,0.15,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,54880000000.0
2014-12-31,,7776000000.0,2772000000.0,174848000000.0,20000000000.0,,3343000000.0,162000000.0,0.17914468514984846,0.15,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,48353000000.0
2015-03-31,,6594000000.0,1391000000.0,176683000000.0,30100000000.0,,4875000000.0,534000000.0,0.17914468514984846,0.10631229235880399,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,47973000000.0
2015-06-30,,18161000000.0,5944000000.0,176223000000.0,30300000000.0,,6314000000.0,781000000.0,0.17914468514984846,0.10561056105610561,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,38375000000.0
2015-09-30,,5793000000.0,1356000000.0,172896000000.0,28600000000.0,,611000000.0,249000000.0,0.17914468514984846,0.11188811188811189,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,38324000000.0
2015-12-31,,6026000000.0,2024000000.0,180098000000.0,41400000000.0,,837000000.0,309000000.0,0.17914468514984846,0.07729468599033816,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,36574000000.0
2016-03-31,,5283000000.0,2308000000.0,181869000000.0,40900000000.0,,1280000000.0,340000000.0,0.17914468514984846,0.07823960880195599,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,35263000000.0
2016-06-30,,26078000000.0,8343000000.0,193468000000.0,40600000000.0,,5100000000.0,1243000000.0,0.17914468514984846,0.07881773399014778,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,43180000000.0
2016-09-30,,6715000000.0,2163000000.0,212524000000.0,60200000000.0,,635000000.0,437000000.0,0.17914468514984846,0.053156146179401995,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,44102000000.0
2016-12-31,,7905000000.0,4151000000.0,224610000000.0,59900000000.0,,1798000000.0,958000000.0,0.17914468514984846,0.05342237061769616,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,45981000000.0
2017-03-31,,16996000000.0,1695000000.0,225017000000.0,76800000000.0,,1608000000.0,609000000.0,0.17914468514984846,0.041666666666666664,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,57694000000.0
2017-06-30,,7682000000.0,8129000000.0,250312000000.0,77100000000.0,,4412000000.0,2222000000.0,0.17914468514984846,0.041504539559014265,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,39298000000.0
2017-09-30,,7708000000.0,2132000000.0,249097000000.0,77300000000.0,,1408000000.0,672000000.0,0.17914468514984846,0.04139715394566624,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,40291000000.0
2017-12-31,,8679000000.0,4718000000.0,256003000000.0,76800000000.0,,16879000000.0,1370000000.0,0.17914468514984846,0.041666666666666664,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,41065000000.0
2018-03-31,,8292000000.0,2934000000.0,245497000000.0,76900000000.0,,1217000000.0,691000000.0,0.17914468514984846,0.04161248374512354,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,32361000000.0
2018-06-30,,10379000000.0,11632000000.0,258848000000.0,76200000000.0,,19903000000.0,2733000000.0,0.17914468514984846,0.04199475065616798,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,35058000000.0
2018-09-30,,9955000000.0,3602000000.0,257619000000.0,76200000000.0,,1397000000.0,674000000.0,0.17914468514984846,0.04199475065616798,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,37305000000.0
2018-12-31,,10258000000.0,7309000000.0,258859000000.0,73200000000.0,,3362000000.0,672000000.0,0.17914468514984846,0.04371584699453552,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,38884000000.0
2019-03-31,,10341000000.0,2565000000.0,263281000000.0,73100000000.0,,1677000000.0,671000000.0,0.17914468514984846,0.04377564979480164,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,40933000000.0
2019-06-30,,42959000000.0,13925000000.0,286556000000.0,72178000000.0,,4448000000.0,2686000000.0,0.17914468514984846,0.04433483887056998,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,73513000000.0
2019-09-30,,12686000000.0,3385000000.0,278955000000.0,69495000000.0,,2008000000.0,637000000.0,0.17914468514984846,0.04604647816389668,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,76244000000.0
2019-12-31,,13891000000.0,6930000000.0,282794000000.0,69608000000.0,,4444000000.0,654000000.0,0.17914468514984846,0.04597172738765659,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,79877000000.0
2020-03-31,,39552000000.0,3767000000.0,285449000000.0,66610000000.0,,2091000000.0,614000000.0,0.17914468514984846,0.04804083470950308,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,109088000000.0
2020-06-30,,13407000000.0,15441000000.0,301311000000.0,63327000000.0,53036000000.0,8755000000.0,2591000000.0,0.17914468514984846,0.050531368926366324,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,79536000000.0
2020-09-30,,15876000000.0,4907000000.0,301001000000.0,63552000000.0,,2231000000.0,589000000.0,0.17914468514984846,0.050352467270896276,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,82726000000.0
2020-12-31,,17897000000.0,9081000000.0,304137000000.0,60523000000.0,18337000000.0,5105000000.0,571000000.0,0.17914468514984846,0.05287246170877187,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,86732000000.0
2021-03-31,,50821000000.0,5089000000.0,308879000000.0,58058000000.0,17236000000.0,1779000000.0,1793000000.0,0.17914468514984846,0.05511729649660684,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,98001000000.0
2021-06-30,,69916000000.0,20622000000.0,333779000000.0,58146000000.0,71102000000.0,9831000000.0,2346000000.0,0.17914468514984846,0.055033880232518144,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,154510000000.0
2021-09-30,,20238000000.0,5810000000.0,335418000000.0,53288000000.0,20524000000.0,19000000.0,539000000.0,0.17914468514984846,0.06005104338687885,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,158872000000.0
2021-12-31,,22247000000.0,11675000000.0,340389000000.0,53258000000.0,43039000000.0,3769000000.0,525000000.0,0.17914468514984846,0.06008486987870367,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,163222000000.0
2022-03-31,,20364000000.0,5340000000.0,344607000000.0,49926000000.0,20190000000.0,3462000000.0,1567000000.0,0.17914468514984846,0.0640948603933822,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,132765000000.0
2022-06-30,,83383000000.0,23886000000.0,364840000000.0,49781000000.0,83716000000.0,10978000000.0,2063000000.0,0.17914468514984846,0.06428155320302927,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,146232000000.0
2022-09-30,,21518000000.0,6283000000.0,359784000000.0,48622000000.0,21572000000.0,4016000000.0,500000000.0,0.17914468514984846,0.06581382913084612,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,147512000000.0
2022-12-31,,20399000000.0,6274000000.0,364552000000.0,48116000000.0,41911000000.0,7930000000.0,990000000.0,0.17914468514984846,0.06650594396874221,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,145664000000.0
2023-03-31,,22352000000.0,6607000000.0,380088000000.0,48210000000.0,22673000000.0,4374000000.0,496000000.0,0.17914468514984846,0.06637627048330222,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,147652000000.0
2023-06-30,,88523000000.0,28107000000.0,411976000000.0,47237000000.0,89311000000.0,16950000000.0,1968000000.0,0.17914468514984846,0.06774350614984016,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,152792000000.0
2023-09-30,,26895000000.0,9917000000.0,445785000000.0,45694000000.0,27284000000.0,4993000000.0,525000000.0,0.17914468514984846,0.07003107629010373,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,158169000000.0
2023-12-31,,27032000000.0,9735000000.0,470558000000.0,47178000000.0,26526000000.0,9649000000.0,909000000.0,0.17914468514984846,0.06782822502013651,0.0,,,,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,,164802000000.0
2024-03-31,61858000000.0,27581000000.0,10952000000.0,484275000000.0,44907000000.0,26727000000.0,4788000000.0,2234000000.0,0.17914468514984846,0.07125837842652594,2.100185435774069,,0.4458760386692101,0.17705066442497333,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,61858000000.0,170031000000.0
2024-06-30,64727000000.0,109433000000.0,44477000000.0,512163000000.0,44937000000.0,107787000000.0,19651000000.0,2935000000.0,0.1913394495412844,0.06239846896766584,2.2439733373427555,,1.0,0.6871475582060037,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,126585000000.0,190941000000.0
2024-09-30,65585000000.0,30552000000.0,14923000000.0,523013000000.0,45117000000.0,30269000000.0,5602000000.0,,0.18507383791998414,0.05159917547709289,2.2869743898160677,,0.4658382252039338,0.22753678432568422,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,192170000000.0,194598000000.0
2024-12-31,69632000000.0,31653000000.0,15804000000.0,533898000000.0,44970000000.0,29365000000.0,5257000000.0,,0.17902264600715137,0.052835223482321544,2.4898010324262017,,0.4545754825367647,0.22696461397058823,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,261802000000.0,199219000000.0
2025-03-31,70066000000.0,32000000000.0,16745000000.0,562624000000.0,42881000000.0,31377000000.0,5553000000.0,,0.17697676642126398,0.055409155570065996,0.13269100197225914,,0.456712242742557,0.23898895327262867,7432540160,1.026,490.11,0.3361,0.35789,3668165001216,3642762199040,0.011771561514335623,270010000000.0,203638000000.0
