,Revenue_growth_qoq,Revenue_growth_yoy,EBIT_growth_qoq,EBIT_growth_yoy,TotalAssets_growth_qoq,TotalAssets_growth_yoy,ebit_margin,ebit_margin_change,capex_intensity,debt_to_assets,asset_turnover,Revenue_volatility,EBIT_volatility,Revenue_trend,EBIT_trend,Revenue_lag1,Revenue_lag2,Revenue_lag4,EBIT_lag1,EBIT_lag2,EBIT_lag4,CapEx_lag1,CapEx_lag2,CapEx_lag4,TotalDebt_lag1,TotalDebt_lag2,TotalDebt_lag4,TotalAssets_lag1,TotalAssets_lag2,TotalAssets_lag4,Revenue_ma4,Revenue_std4,Revenue_min4,Revenue_max4,Revenue_ma8,Revenue_std8,Revenue_min8,Revenue_max8,EBIT_ma4,EBIT_std4,EBIT_min4,EBIT_max4,EBIT_ma8,EBIT_std8,EBIT_min8,EBIT_max8,ebit_margin_ma4,ebit_margin_std4,ebit_margin_min4,ebit_margin_max4,ebit_margin_ma8,ebit_margin_std8,ebit_margin_min8,ebit_margin_max8,capex_intensity_ma4,capex_intensity_std4,capex_intensity_min4,capex_intensity_max4,capex_intensity_ma8,capex_intensity_std8,capex_intensity_min8,capex_intensity_max8,treasury_change_1q,treasury_change_1y,treasury_level,vix_level,vix_percentile,high_volatility,gdp_growth,gdp_acceleration,macro_10Y_Treasury_MA2Q,macro_10Y_Treasury_MA4Q,macro_GDP_Growth_MA4Q,macro_GDP_Growth_MA8Q,macro_VIX_MA4Q,corr_Revenue_growth_yoy_GDP_Growth,corr_ebit_margin_VIX,corr_ebit_margin_10Y_Treasury
2017-12-31,0.39828966199621885,-0.009759881880403887,0.6447843024094648,-0.07542579075425793,0.03058305107040682,0.06713203371073462,0.1440503418036619,0.021588020479210088,0.04080162751614248,0.3593924503015412,2.525256070710616,0.9001470079159181,1.1031490145412806,-0.1582708668659465,-0.262504323763404,56597000000.0,19289000000.0,79919000000.0,6931000000.0,2443000000.0,12330000000.0,2273000000.0,1425000000.0,3567000000.0,45218000000.0,45446000000.0,40893000000.0,121636000000.0,120495000000.0,117470000000.0,43295000000.0,29833108989.845497,18155000000.0,79139000000.0,46106875000.0,26168586524.618187,18155000000.0,79919000000.0,5549500000.0,4575550422.262513,1424000000.0,11400000000.0,5744500000.0,4445608202.0027685,1034000000.0,12330000000.0,0.11790021300403715,0.02792067870157158,0.07843569264665382,0.1440503418036619,0.11073388918191013,0.03545877415163274,0.05534146863626632,0.1542812097248464,0.04889979763343571,0.016653574590672935,0.040161139283000864,0.07387630255586085,0.04786516607529421,0.011142976508894157,0.040161139283000864,0.07387630255586085,0.13002304147465438,0.23276308831306203,2.371451612903226,10.556112698412699,0.03475,0,20037.088,344.4929999999986,2.306440092165899,2.330111367127496,19612.1025,19208.507875,11.4621517281106,-0.4427369811033203,-0.24275218888095537,0.17859818396743674
2018-03-31,-0.7590063053614526,0.05050950151473432,-0.9003508771929825,-0.202247191011236,-0.0005663869300233104,0.06630069364653823,0.05956375838926174,-0.08448658341440017,0.045616610738255035,0.352540208325019,0.6089156722672308,0.8979443711675307,1.09907735747908,0.5087423490010394,0.6201639787368233,79139000000.0,56597000000.0,18155000000.0,11400000000.0,6931000000.0,1424000000.0,3229000000.0,2273000000.0,740000000.0,45052000000.0,45218000000.0,42498000000.0,125356000000.0,121636000000.0,117495000000.0,43524250000.0,29577959602.548653,19072000000.0,79139000000.0,46155375000.0,26110796945.42087,18155000000.0,79919000000.0,5477500000.0,4663528027.863311,1136000000.0,11400000000.0,5757250000.0,4430288405.639396,1136000000.0,12330000000.0,0.11318222943968914,0.03694748070707381,0.05956375838926174,0.1440503418036619,0.11126167540103456,0.03453591549892453,0.05956375838926174,0.1542812097248464,0.050113920023314815,0.016027614197923482,0.040161139283000864,0.07387630255586085,0.0471713957038103,0.011080654492318218,0.040161139283000864,0.07387630255586085,0.38707297726070866,0.311911686938128,2.7585245901639346,17.354754098360658,0.525,0,20328.553,291.46500000000015,2.5649881015335803,2.408089288862028,19874.21975,19433.835375,12.508331381733022,-0.3921592495079081,-0.6585265647852347,0.2196174763495726
2018-06-30,0.04881501677852351,0.03701591580693653,2.0,0.6009005321326237,-0.029237338867382334,0.009353085190256794,0.19552067189921513,0.13595691350995337,0.09003649452582113,0.35600467020769266,0.657874397724096,0.8654279995237496,1.1888614426248205,0.050296099300964243,0.010004564125969784,19072000000.0,79139000000.0,19289000000.0,1136000000.0,11400000000.0,2443000000.0,870000000.0,3229000000.0,1425000000.0,44168000000.0,45052000000.0,45446000000.0,125285000000.0,125356000000.0,120495000000.0,43702750000.0,29384471481.549572,19072000000.0,79139000000.0,43790375000.0,27669760931.06232,18155000000.0,79919000000.0,5844500000.0,4395166170.540844,1136000000.0,11400000000.0,5865000000.0,4365012322.024827,1136000000.0,12330000000.0,0.13039927335414764,0.05629628053474791,0.05956375838926174,0.19552067189921513,0.12590999102525788,0.04250693618773718,0.05956375838926174,0.19552067189921513,0.05415396801580488,0.02404527972243937,0.040161139283000864,0.09003649452582113,0.05256181549554185,0.01876304621416215,0.040161139283000864,0.09003649452582113,0.16210040983606522,0.659672619047619,2.920625,15.3375,0.35,0,20580.912,252.35900000000038,2.839574795081967,2.5730074436239327,20159.787,19667.486625,13.486119080145722,-0.34240527385951586,-0.5927417779206274,-0.29666311187496597
2018-09-30,1.8910663400489924,0.02178560701097232,-0.2339555100997187,-0.5677391429808109,0.00302576836427626,0.0029103226018611927,0.0518070205775549,-0.14371365132166022,0.04518416047034411,0.35053692925649643,1.8962210017214525,1.0374152713685982,1.1992171008368238,-0.3886460234195792,-0.3306356403456243,20003000000.0,19072000000.0,56597000000.0,3911000000.0,1136000000.0,6931000000.0,1801000000.0,870000000.0,2273000000.0,43298000000.0,44168000000.0,45218000000.0,121622000000.0,125285000000.0,121636000000.0,44011000000.0,29570700194.618324,19072000000.0,79139000000.0,43750500000.0,27646332559.672356,18155000000.0,79919000000.0,4860750000.0,4509799358.064613,1136000000.0,11400000000.0,5321375000.0,4424765754.4939995,1136000000.0,12330000000.0,0.11273544816742342,0.06921829650752431,0.0518070205775549,0.19552067189921513,0.11659668907587836,0.04992145843231035,0.0518070205775549,0.19552067189921513,0.05540972331264069,0.023186755822997725,0.04080162751614248,0.09003649452582113,0.052633643358424353,0.018729324288516775,0.040161139283000864,0.09003649452582113,0.0031845238095242756,0.6823809523809525,2.923809523809524,12.856825396825396,0.125,0,20798.73,217.8179999999993,2.922217261904762,2.743602681719171,20436.32075,19905.748,13.96425400078064,-0.4232957463115123,-0.10481221155297527,0.019754832596972142
2018-12-31,0.37629258170499735,0.005711469692566196,2.0,-0.0050877192982455854,0.011410771374702922,-0.015747152110788476,0.14250354939628854,0.09069652881873363,0.042655576635549246,0.3457230390170365,2.580311552738649,1.037409499922604,1.4415457342318518,-0.14313694303696825,-0.46159543280358,57830000000.0,20003000000.0,79139000000.0,2996000000.0,3911000000.0,11400000000.0,2613000000.0,1801000000.0,3229000000.0,42762000000.0,43298000000.0,45052000000.0,121990000000.0,121622000000.0,125356000000.0,44124000000.0,29750002072.829063,19072000000.0,79591000000.0,43709500000.0,27585207029.441395,18155000000.0,79591000000.0,4846250000.0,4481771998.886155,1136000000.0,11342000000.0,5197875000.0,4209766652.4235215,1136000000.0,11400000000.0,0.11234875006558008,0.06898897704185747,0.0518070205775549,0.19552067189921513,0.11512448153480861,0.048812713857338895,0.0518070205775549,0.19552067189921513,0.05587321059249238,0.02281293090634282,0.042655576635549246,0.09003649452582113,0.05238650411296405,0.018862551963950435,0.040161139283000864,0.09003649452582113,0.11733801717408232,0.6696959280803805,3.0411475409836064,21.0536507936508,0.775,1,20917.867,119.1369999999988,2.982478532396565,2.9110266637392663,20656.5155,20134.309,16.650682572209213,0.4263366386575739,-0.076682735295767,-0.25426364986414934
2019-03-31,-0.7715570856001307,-0.046665268456375864,-0.8339798977252689,0.6575704225352113,0.061143440696373785,0.045025342219739084,0.10356396436035639,-0.038939585035932145,0.02964470355296447,0.35770587965721096,0.5554893604020592,1.0372040477133064,1.4331926404836428,0.49719880337231437,0.6129068867681198,79591000000.0,57830000000.0,19072000000.0,11342000000.0,2996000000.0,1136000000.0,3395000000.0,2613000000.0,870000000.0,42656000000.0,42762000000.0,44168000000.0,123382000000.0,121990000000.0,125285000000.0,43901500000.0,30002080511.19122,18182000000.0,79591000000.0,43712875000.0,27581635253.69475,18182000000.0,79591000000.0,5033000000.0,4286966060.0475945,1883000000.0,11342000000.0,5255250000.0,4153739717.7552114,1136000000.0,11400000000.0,0.12334880155835373,0.06078746976718373,0.0518070205775549,0.19552067189921513,0.11826551549902144,0.046884991218901995,0.0518070205775549,0.19552067189921513,0.051880233796169746,0.026332810558828527,0.02964470355296447,0.09003649452582113,0.05099707690974227,0.020203053924388478,0.02964470355296447,0.09003649452582113,-0.3881967213114752,-0.10557377049180339,2.652950819672131,16.47,0.45,0,21111.6,193.73300000000017,2.847049180327869,2.8846332211163155,20852.27725,20363.2485,16.42949404761905,0.5430118486396086,0.08754672896085726,0.009175613050990171
2019-06-30,0.05384446155538436,-0.04209368594710794,1.4699946893255444,0.18920992073638465,0.14110852104090885,0.2582352900213937,0.24273263399613798,0.1391686696357816,0.05855644277438547,0.4201368233194527,0.49559009906111784,1.0376061909831236,1.4510113950627377,0.037124016263681114,0.04494337373335968,18182000000.0,79591000000.0,20003000000.0,1883000000.0,11342000000.0,3911000000.0,539000000.0,3395000000.0,1801000000.0,46833000000.0,42656000000.0,43298000000.0,130926000000.0,123382000000.0,121622000000.0,43691000000.0,30227753814.444546,18182000000.0,79591000000.0,43696875000.0,27597859831.295925,18182000000.0,79591000000.0,5218000000.0,4238096034.777881,1883000000.0,11342000000.0,5531250000.0,4011088835.0742297,1136000000.0,11400000000.0,0.13515179208258446,0.08077092645224795,0.0518070205775549,0.24273263399613798,0.13277553271836606,0.06450339321587524,0.0518070205775549,0.24273263399613798,0.04401022085831083,0.011848682833475028,0.02964470355296447,0.05855644277438547,0.04908209443705785,0.01836725151787533,0.02964470355296447,0.09003649452582113,-0.3140619307832422,-0.5817361111111108,2.338888888888889,15.183015873015872,0.3,0,21397.938,286.33799999999974,2.49591985428051,2.7391991933385373,21056.53375,20608.160375,16.390873015873016,0.592317972547476,-0.010244260812615905,-0.06112168726960394
2019-09-30,1.8897239183758678,-0.04253847484004847,-0.6727585465491293,-0.49198931909212285,-0.03253756821767584,0.22649397491597667,0.027487809283005236,-0.20728244048211733,0.030883149720065017,0.42069242079935837,1.4802833845742547,1.0282759301430935,1.490620198518365,-0.40606989997940107,-0.08612495208892318,19161000000.0,18182000000.0,57830000000.0,4651000000.0,1883000000.0,2996000000.0,1122000000.0,539000000.0,2613000000.0,64487559999.99999,46833000000.0,42762000000.0,154652000000.0,130926000000.0,121990000000.0,43076000000.0,29867072850.660587,18182000000.0,79591000000.0,43543500000.0,27519223156.60195,18182000000.0,79591000000.0,4849500000.0,4548418662.934771,1522000000.0,11342000000.0,4855125000.0,4193182577.1125207,1136000000.0,11400000000.0,0.12907198925894703,0.0895714871399908,0.027487809283005236,0.24273263399613798,0.12090371871318523,0.074619450537175,0.027487809283005236,0.24273263399613798,0.04043496817074105,0.013428650838174606,0.02964470355296447,0.05855644277438547,0.04792234574169087,0.019281188129908526,0.02964470355296447,0.09003649452582113,-0.5409201388888891,-1.1258407738095242,1.79796875,15.96015625,0.4,0,21717.171,319.2330000000002,2.0684288194444447,2.4577389998861565,21286.144,20861.232375,17.16670572916667,-0.25000850901770655,0.02963041288960456,-0.3083153330300184
2019-12-31,0.04233339353440502,-0.27486776143031244,2.0,-0.3646623170516664,0.01715011362117358,0.2334538263279895,0.12485705374779082,0.09736924446478559,0.03960910697577711,0.41359914841049766,1.5169332264465851,1.0355874512990733,1.86161535605895,-0.1664128517039654,-0.550407258480256,55370000000.0,19161000000.0,79591000000.0,1522000000.0,4651000000.0,11342000000.0,1710000000.0,1122000000.0,3395000000.0,62944000000.0,64507870000.0,42656000000.0,149620000000.0,154652000000.0,123382000000.0,37606750000.0,21889123316.92006,18182000000.0,57714000000.0,40865375000.0,24429309457.157635,18182000000.0,79591000000.0,3815500000.0,2657583426.0972247,1522000000.0,7206000000.0,4330875000.0,3455264738.151664,1136000000.0,11342000000.0,0.12466036534682261,0.08912287977259392,0.027487809283005236,0.24273263399613798,0.11850455770620136,0.07407549401830651,0.027487809283005236,0.24273263399613798,0.03967335075579802,0.013346868426878445,0.02964470355296447,0.05855644277438547,0.0477732806741452,0.019348595583891917,0.02964470355296447,0.09003649452582113,-0.006033266129032322,-1.2492120571126388,1.7919354838709676,13.98578125,0.225,0,21933.217,216.0460000000021,1.7949521169354838,2.145435985607997,21539.9815,21098.2485,15.399738343253969,-0.6847002233890722,-0.025466075004600273,0.17735542831784343
2020-03-31,-0.6955504730221437,-0.03360466395336048,-1.0,-1.0,0.007996793397553104,0.17167713059285394,-0.002788685902908201,-0.12764573965069903,0.035854533037391154,0.4102899283739754,0.4581657464325991,1.0261104777845678,1.877241245338208,0.41164152711946655,0.33652208098545405,57714000000.0,55370000000.0,18182000000.0,7206000000.0,1522000000.0,1883000000.0,2286000000.0,1710000000.0,539000000.0,62944000000.0,62944000000.0,46833000000.0,152186000000.0,149620000000.0,130926000000.0,37454000000.0,22071234627.90426,17571000000.0,57714000000.0,40677750000.0,24625576748.865917,17571000000.0,79591000000.0,3332500000.0,3238049670.197581,-49000000.0,7206000000.0,4182750000.0,3632640352.219227,-49000000.0,11342000000.0,0.09807220278100647,0.1107536968115141,-0.002788685902908201,0.24273263399613798,0.1107105021696801,0.08380445471098706,-0.002788685902908201,0.24273263399613798,0.041225808126904684,0.012093879979895032,0.030883149720065017,0.05855644277438547,0.04655302096153721,0.019806456766020077,0.02964470355296447,0.09003649452582113,-0.4269354838709676,-1.2879508196721312,1.365,31.22451612903226,0.975,1,21727.657,-205.5600000000013,1.578467741935484,1.823448280689964,21693.99575,21273.1365,19.08836737551204,-0.8320921210107205,0.0643649998466946,0.15018805969440496
2020-06-30,1.0314154003756189,0.8628464067637389,-1.0,-0.6727585465491293,0.005195465538483601,-0.002922690944830997,0.042640219644758226,0.045428905547666425,0.0340393343419062,0.40814145113298234,0.9259143968871595,1.0429803225527046,11.735799894517926,-0.006477278795322389,-0.2525431357839463,17571000000.0,57714000000.0,19161000000.0,-49000000.0,7206000000.0,4651000000.0,630000000.0,2286000000.0,1122000000.0,62939705882.35294,62944000000.0,64548490000.0,153403000000.0,152186000000.0,154652000000.0,41587250000.0,18810873830.048412,17571000000.0,57714000000.0,42639125000.0,23334676075.60841,17571000000.0,79591000000.0,2550250000.0,3190961440.799099,-49000000.0,7206000000.0,3884125000.0,3754328147.523298,-49000000.0,11342000000.0,0.04804909919316152,0.05457705530433958,-0.002788685902908201,0.12485705374779082,0.091600445637873,0.07899507289709404,-0.002788685902908201,0.24273263399613798,0.03509653101878487,0.003642716733878708,0.030883149720065017,0.04078358827257423,0.03955337593854785,0.009984252269191377,0.02964470355296447,0.05855644277438547,-0.6255258432539683,-1.524108183710643,0.6876190476190476,33.21868827444956,0.99025,1,19935.444,-1205.1513900000004,1.026309523809524,1.410630820372504,21328.37225,21192.453,23.916026105670763,-0.7436687278265929,-0.4511352698062379,0.4917052790362281
